Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality,Cluster
1019,7.2,0.5,0.0,0.8,34.0,46.0,114.0,0.9932,3.19,0.34,9.2,1,8
1021,8.2,0.36,0.29,7.6,35.0,37.0,122.0,0.9939,3.16,0.34,12.0,1,8
1023,6.7,0.41,0.27,2.6,33.0,25.0,85.0,0.99086,3.05,0.34,11.7,1,4
1027,7.4,0.18,0.29,1.4,42.0,34.0,101.0,0.99384,3.54,0.6,10.5,1,8
1034,6.5,0.3,0.29,2.25,37.0,8.0,210.0,0.9937,3.19,0.62,9.9,1,6
1036,6.3,0.41,0.22,7.3,35.0,23.0,117.0,0.99172,3.2,0.39,11.94,1,8
1039,6.1,0.25,0.18,10.5,49.0,41.0,124.0,0.9963,3.14,0.35,10.5,1,8
1043,8.0,0.3,0.28,5.7,44.0,31.0,124.0,0.9948,3.16,0.51,10.2,1,8
1045,6.2,0.28,0.43,13.0,39.0,64.0,233.0,0.99745,3.08,0.38,8.9,1,6
1047,7.8,0.26,0.74,7.5,44.0,59.0,160.0,0.996,3.22,0.64,10.0,1,0
1048,7.2,0.19,0.31,1.6,62.0,31.0,173.0,0.9917,3.35,0.44,11.7,1,1
1057,6.7,0.54,0.27,7.1,49.0,8.0,178.0,0.99502,3.16,0.38,9.4,1,1
1066,6.5,0.29,0.31,1.7,35.0,24.0,79.0,0.99053,3.27,0.69,11.4,1,4
1067,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,1,8
1075,6.5,0.27,0.26,8.2,42.0,21.0,133.0,0.99612,3.43,0.64,9.8,1,8
1078,6.7,0.41,0.34,9.2,49.0,29.0,150.0,0.9968,3.22,0.51,9.1,1,1
1079,5.6,0.41,0.24,1.9,34.0,10.0,53.0,0.98815,3.32,0.5,13.5,1,4
1083,8.2,0.37,0.36,1.0,34.0,17.0,93.0,0.9906,3.04,0.32,11.7,1,4
1086,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,1,4
1100,6.4,0.4,0.25,4.2,32.0,15.0,91.0,0.98988,3.26,0.52,13.1,1,4
1108,8.1,0.2,0.28,0.9,23.0,49.0,87.0,0.99062,2.92,0.36,11.1,1,4
1119,7.6,0.21,0.6,2.1,46.0,47.0,165.0,0.9936,3.05,0.54,10.1,1,1
1120,7.1,0.33,0.64,13.2,56.0,12.0,105.0,0.9972,3.05,0.39,9.2,1,8
1130,5.9,0.5,0.05,2.6,54.0,36.0,146.0,0.9948,3.43,0.5,9.2,1,1
1133,5.8,0.15,0.28,0.8,37.0,43.0,127.0,0.99198,3.24,0.51,9.3,1,8
1143,6.1,0.16,0.34,6.1,34.0,31.0,114.0,0.99365,3.32,0.58,10.1333333333333,1,8
1161,9.0,0.31,0.48,6.6,43.0,11.0,73.0,0.9938,2.9,0.38,11.6,1,4
1167,5.8,0.3,0.27,1.7,14.0,45.0,104.0,0.98914,3.4,0.56,12.6,1,8
1174,6.7,0.21,0.48,14.8,0.05,31.0,195.0,0.99942,2.95,0.75,8.8,1,6
1181,8.1,0.22,0.43,1.5,44.0,28.0,129.0,0.9938,3.22,0.45,11.0,1,8
1185,8.4,0.31,0.31,0.95,21.0,52.0,148.0,0.99038,2.93,0.32,11.5,1,1
1186,6.8,0.19,0.58,14.2,38.0,51.0,164.0,0.9975,3.12,0.48,9.6,1,1
1198,5.8,0.28,0.34,4.0,31.0,40.0,99.0,0.9896,3.39,0.39,12.8,1,8
1199,7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,1,4
1205,6.9,0.25,0.27,9.05,39.0,37.0,128.0,0.9936,3.27,0.34,11.3,1,8
1210,6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,3.19,0.46,10.0,1,1
1211,8.9,0.13,0.49,1.0,28.0,6.0,24.0,0.9926,2.91,0.32,9.9,1,4
1214,7.0,0.21,0.22,5.1,48.0,38.0,168.0,0.9945,3.34,0.49,10.4,1,1
1216,6.1,0.44,0.28,4.25,32.0,43.0,132.0,0.9916,3.26,0.47,11.3,1,8
1222,7.3,0.22,0.5,13.7,49.0,56.0,189.0,0.9994,3.24,0.66,9.0,1,6
1223,7.2,0.25,0.39,18.95,38.0,42.0,155.0,0.9999,2.97,0.47,9.0,1,1
1225,6.0,0.2,0.32,3.0,31.0,26.0,118.0,0.99134,3.38,0.68,11.2,1,8
1226,6.3,0.34,0.33,4.6,34.0,19.0,80.0,0.9917,3.38,0.58,12.0,1,4
1230,7.2,0.19,0.31,1.4,46.0,37.0,135.0,0.9939,3.34,0.57,10.2,1,8
1233,6.2,0.3,0.32,1.3,54.0,27.0,183.0,0.99266,3.3,0.43,10.1,1,1
1236,6.1,0.32,0.24,1.5,36.0,38.0,124.0,0.9898,3.29,0.42,12.4,1,8
1238,6.5,0.27,0.4,10.0,39.0,74.0,227.0,0.99582,3.18,0.5,9.4,1,6
1239,6.2,0.32,0.32,2.2,36.0,15.0,70.0,0.9899,3.16,0.48,12.7,1,4
1243,7.4,0.33,0.26,15.6,49.0,67.0,210.0,0.99907,3.06,0.68,9.5,1,6
1250,7.2,0.23,0.25,18.8,85.0,19.0,111.0,1.00044,3.1,0.51,8.7,1,8
1256,7.2,0.4,0.38,2.2,0.03,40.0,109.0,0.99075,3.27,0.46,12.6,1,8
1270,5.7,0.26,0.24,17.8,59.0,23.0,124.0,0.99773,3.3,0.5,10.1,1,8
1273,7.5,0.24,0.49,9.4,48.0,50.0,149.0,0.9962,3.17,0.59,10.5,1,1
1274,6.8,0.21,0.27,18.15,42.0,41.0,146.0,1.0001,3.3,0.36,8.7,1,1
1287,7.1,0.23,0.24,5.4,39.0,60.0,196.0,0.9948,3.19,0.78,10.0,1,6
1288,7.6,0.2,0.3,14.2,56.0,53.0,212.5,0.999,3.14,0.46,8.9,1,0
1292,7.2,0.31,0.41,8.6,53.0,15.0,89.0,0.9976,3.29,0.64,9.9,1,4
1299,8.4,0.32,0.35,11.7,29.0,3.0,46.0,0.99439,3.02,0.34,11.8,1,4
1300,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,1,1
1301,6.4,0.37,0.2,5.6,117.0,61.0,183.0,0.99459,3.24,0.43,9.5,1,9
1304,5.0,0.27,0.32,4.5,32.0,58.0,178.0,0.98956,3.45,0.31,12.6,1,1
1307,7.2,0.29,0.4,13.6,45.0,66.0,231.0,0.9977,3.08,0.59,9.6,1,6
1308,7.0,0.28,0.36,1.0,35.0,8.0,70.0,0.9899,3.09,0.46,12.1,1,4
1310,6.1,0.36,0.33,1.1,0.05,24.0,169.0,0.9927,3.15,0.78,9.5,1,1
1312,9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,1,1
1313,6.9,0.25,0.47,8.4,42.0,36.0,156.0,0.99604,3.15,0.55,9.4,1,1
1315,6.5,0.18,0.33,1.4,29.0,35.0,138.0,0.99114,3.36,0.6,11.5,1,8
1321,5.8,0.24,0.28,1.4,38.0,40.0,76.0,0.98711,3.1,0.29,13.9,1,4
1322,6.3,0.21,0.4,1.7,31.0,48.0,134.0,0.9917,3.42,0.49,11.5,1,8
1325,7.5,0.21,0.32,4.8,56.0,39.0,113.0,0.99393,3.11,0.52,10.2,1,8
1335,5.0,0.455,0.18,1.9,36.0,33.0,106.0,0.98746,3.21,0.83,14.0,1,2
1342,7.0,0.14,0.49,5.9,53.0,22.0,118.0,0.9954,3.36,0.36,9.4,1,8
1344,6.1,0.34,0.27,2.6,24.0,20.0,105.0,0.9906,3.4,0.67,12.2,1,8
1349,7.9,0.26,0.33,10.3,39.0,73.0,212.0,0.9969,2.93,0.49,9.5,1,6
1350,6.8,0.25,0.27,10.7,76.0,47.0,154.0,0.9967,3.05,0.38,9.0,1,1
1352,5.8,0.32,0.28,4.3,32.0,46.0,115.0,0.98946,3.16,0.57,13.0,1,8
1357,7.0,0.29,0.37,1.6,35.0,34.0,126.0,0.99058,3.26,0.47,12.3,1,8
1358,7.3,0.23,0.27,2.6,35.0,39.0,120.0,0.99138,3.04,0.59,11.3,1,8
1366,8.6,0.26,0.41,2.2,49.0,29.0,111.0,0.9941,2.96,0.44,10.0,1,8
1371,6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,1,1
1372,6.0,0.32,0.12,5.9,41.0,34.0,190.0,0.9944,3.16,0.72,10.0,1,6
1373,6.1,0.22,0.49,1.5,51.0,18.0,87.0,0.9928,3.3,0.46,9.6,1,4
1374,9.9,0.49,0.23,2.4,87.0,19.0,115.0,0.9948,2.77,0.44,9.4,1,8
1376,6.5,0.22,0.32,2.2,28.0,36.0,92.0,0.99076,3.27,0.59,11.9,1,4
1382,7.2,0.21,0.34,1.1,46.0,25.0,80.0,0.992,3.25,0.4,11.3,1,0
1389,6.7,0.13,0.29,5.3,51.0,31.0,122.0,0.9944,3.44,0.37,9.7,1,8
1390,8.4,0.18,0.42,5.1,36.0,7.0,77.0,0.9939,3.16,0.52,11.7,1,4
1395,6.2,0.27,0.32,6.3,48.0,47.0,159.0,0.99282,3.21,0.6,11.0,1,1
1407,7.1,0.18,0.26,1.3,41.0,20.0,71.0,0.9926,3.04,0.74,9.9,1,4
1409,6.0,0.25,0.4,5.7,52.0,56.0,152.0,0.99398,3.16,0.88,10.5,1,1
1414,6.7,0.21,0.42,9.1,49.0,31.0,150.0,0.9953,3.12,0.74,9.9,1,1
1415,7.4,0.28,0.25,11.9,53.0,25.0,148.0,0.9976,3.1,0.62,9.2,1,1
1422,7.0,0.2,0.34,2.1,49.0,12.0,136.0,0.9922,3.25,0.46,11.6,1,8
1425,5.8,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,3.34,0.38,9.5,1,8
1426,7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,1,8
1438,7.0,0.2,0.31,8.0,0.05,29.0,213.0,0.99596,3.28,0.57,10.4,1,6
1452,6.5,0.23,0.25,17.3,46.0,15.0,110.0,0.99828,3.15,0.42,9.2,1,8
1460,6.3,0.14,0.39,1.2,44.0,26.0,116.0,0.992,3.26,0.53,10.3,1,0
1465,7.1,0.44,0.62,11.8,44.0,52.0,152.0,0.9975,3.12,0.46,8.7,1,1
1467,6.7,0.22,0.33,1.2,36.0,36.0,86.0,0.99058,3.1,0.76,11.4,1,4
1470,6.3,0.41,0.22,7.3,35.0,23.0,117.0,0.99172,3.2,0.39,11.94,1,8
1474,7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,1,6
1479,6.2,0.16,0.34,1.7,38.0,85.0,153.0,0.9909,3.33,0.86,12.0,1,1
1483,5.6,0.19,0.46,1.1,32.0,33.0,115.0,0.9909,3.36,0.5,10.4,1,8
1487,6.3,0.26,0.42,7.1,45.0,62.0,209.0,0.99544,3.2,0.53,9.5,1,6
1495,8.3,0.22,0.38,14.8,54.0,32.0,126.0,1.0002,3.22,0.5,9.7,1,8
1497,5.6,0.15,0.26,5.55,51.0,51.0,139.0,0.99336,3.47,0.5,11.0,1,1
1503,8.5,0.15,0.49,1.5,31.0,17.0,122.0,0.9932,3.03,0.4,10.3,1,8
1505,8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.99724,3.17,0.49,10.1,1,8
1508,7.6,0.52,0.49,14.0,34.0,37.0,156.0,0.9958,3.14,0.38,11.8,1,1
1511,8.1,0.3,0.49,8.1,37.0,26.0,174.0,0.9943,3.1,0.3,11.2,1,1
1513,6.6,0.21,0.36,0.8,34.0,48.0,113.0,0.99165,3.24,0.68,10.5,1,8
1515,6.2,0.18,0.49,4.5,47.0,17.0,90.0,0.9919,3.27,0.37,11.6,1,4
1518,6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,1,1
1519,7.4,0.25,0.49,1.1,42.0,35.0,156.0,0.9917,3.13,0.55,11.3,1,1
1520,6.5,0.33,0.72,1.1,61.0,7.0,151.0,0.993,3.09,0.57,9.5,1,0
1521,6.9,0.15,0.28,4.4,29.0,14.0,107.0,0.99347,3.24,0.46,10.4,1,8
1523,5.7,0.25,0.26,12.5,49.0,52.5,120.0,0.99691,3.08,0.45,9.4,1,8
1535,6.4,0.17,0.3,2.8,34.0,33.0,125.0,0.99152,3.03,0.49,10.4,1,8
1540,6.6,0.34,0.4,8.1,46.0,68.0,170.0,0.99494,3.15,0.5,9.53333333333333,1,1
1546,6.1,0.36,0.58,15.0,44.0,42.0,115.0,0.9978,3.15,0.51,9.0,1,8
1549,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,1,0
1557,6.3,0.16,0.22,1.3,46.0,18.0,66.0,0.99307,3.61,0.55,10.3,1,4
1558,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,1,8
1560,6.0,0.32,0.3,1.9,33.0,41.0,142.0,0.98912,3.29,0.42,12.8,1,1
1563,6.9,0.23,0.32,16.4,45.0,62.0,153.0,0.9972,3.22,0.42,10.5,1,1
1564,6.6,0.25,0.3,14.4,52.0,40.0,183.0,0.998,3.02,0.5,9.1,1,0
1571,7.0,0.11,0.32,4.6,57.0,59.0,144.0,0.9956,3.55,0.44,9.4,1,1
1572,7.2,0.39,0.63,11.0,44.0,55.0,156.0,0.9974,3.09,0.44,8.7,1,1
1574,5.4,0.53,0.16,2.7,36.0,34.0,128.0,0.98856,3.2,0.53,13.2,1,8
1577,9.8,0.36,0.46,10.5,38.0,4.0,83.0,0.9956,2.89,0.3,10.1,1,4
1582,7.7,0.26,0.4,1.1,42.0,9.0,60.0,0.9915,2.89,0.5,10.6,1,4
1585,7.5,0.21,0.29,1.5,46.0,35.0,107.0,0.99123,3.15,0.45,11.3,1,8
1590,5.3,0.395,0.07,1.3,35.0,26.0,102.0,0.992,3.5,0.35,10.6,1,7
1596,5.9,0.21,0.28,4.6,53.0,40.0,199.0,0.9964,3.72,0.7,10.0,1,6
1597,6.8,0.32,0.43,1.6,0.05,4.0,65.0,0.99346,3.27,0.47,10.7,1,4
1606,7.9,0.22,0.38,8.0,43.0,46.0,152.0,0.9934,3.12,0.32,11.5,1,1
1607,6.7,0.4,0.22,8.8,52.0,24.0,113.0,0.99576,3.22,0.45,9.4,1,8
1611,7.7,0.44,0.24,11.2,31.0,41.0,167.0,0.9948,3.12,0.43,11.3,1,1
1618,8.7,0.22,0.42,2.3,53.0,27.0,114.0,0.994,2.99,0.43,10.0,1,0
1619,7.1,0.29,0.49,1.2,31.0,32.0,99.0,0.9893,3.07,0.33,12.2,1,8
1620,6.9,0.2,0.5,10.0,36.0,78.0,167.0,0.9964,3.15,0.55,10.2,1,1
1621,6.5,0.31,0.14,7.5,44.0,34.0,133.0,0.9955,3.22,0.5,9.5,1,8
1623,6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,1,4
1624,8.6,0.34,0.36,1.4,45.0,11.0,119.0,0.99556,3.17,0.47,9.4,1,8
1630,7.4,0.28,0.4,11.9,32.0,13.0,92.0,0.99629,3.01,0.46,10.8,1,4
1632,6.4,0.22,0.49,7.5,54.0,42.0,151.0,0.9948,3.27,0.52,10.1,1,1
1635,7.0,0.22,0.26,9.2,27.0,37.0,122.0,0.99228,3.06,0.34,12.5,1,8
1637,5.6,0.21,0.24,4.4,27.0,37.0,150.0,0.991,3.3,0.31,11.5,1,0
1641,7.3,0.22,0.37,14.3,63.0,48.0,191.0,0.9978,2.89,0.38,9.0,1,6
1644,6.5,0.22,0.31,3.9,46.0,17.0,106.0,0.99098,3.15,0.31,11.5,1,8
1645,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,1,1
1653,7.8,0.3,0.29,16.85,54.0,23.0,135.0,0.9998,3.16,0.38,9.0,1,8
1660,9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.99706,3.13,0.47,10.6,1,1
1663,6.8,0.3,0.27,11.6,28.0,22.0,97.0,0.99314,2.96,0.38,11.7,1,4
1664,7.0,0.22,0.39,2.1,55.0,39.0,198.0,0.9951,3.52,0.54,10.2,1,6
1668,6.0,0.28,0.29,19.3,51.0,36.0,174.0,0.99911,3.14,0.5,9.0,1,1
1675,7.8,0.28,0.22,1.4,56.0,24.0,130.0,0.9944,3.28,0.48,9.5,1,8
1686,6.7,0.41,0.34,9.2,49.0,29.0,150.0,0.9968,3.22,0.51,9.1,1,1
1693,6.9,0.25,0.34,1.3,35.0,27.0,82.0,0.99045,3.18,0.44,12.2,1,4
1697,5.5,0.16,0.26,1.5,32.0,35.0,100.0,0.99076,3.43,0.77,12.0,1,8
1698,7.9,0.17,0.32,1.6,53.0,47.0,150.0,0.9948,3.29,0.76,9.6,1,1
1703,5.5,0.315,0.38,2.6,33.0,10.0,69.0,0.9909,3.12,0.59,10.8,1,2
1711,6.0,0.45,0.65,9.7,0.08,11.0,159.0,0.9956,3.04,0.48,9.4,1,1
1715,7.6,0.33,0.36,2.1,34.0,26.0,172.0,0.9944,3.42,0.48,10.5,1,1
1716,6.5,0.2,0.5,18.1,54.0,50.0,221.0,0.99941,2.94,0.64,8.8,1,6
1724,6.8,0.16,0.18,1.8,46.0,31.0,114.0,0.99226,3.27,0.55,10.8,1,8
1733,6.0,0.34,0.66,15.9,46.0,26.0,164.0,0.9979,3.14,0.5,8.8,1,1
1734,7.8,0.29,0.29,3.15,44.0,41.0,117.0,0.99153,3.24,0.35,11.5,1,8
1735,5.0,0.24,0.34,1.1,34.0,49.0,158.0,0.98774,3.32,0.32,13.1,1,1
1736,7.4,0.21,0.3,7.9,39.0,14.0,118.0,0.9942,2.96,0.34,10.4,1,8
1737,6.7,0.15,0.29,5.0,58.0,28.0,105.0,0.9946,3.52,0.44,10.2,1,8
1741,6.1,0.35,0.07,1.4,69.0,22.0,108.0,0.9934,3.23,0.52,9.2,1,8
1743,9.6,0.21,0.28,1.2,38.0,12.0,53.0,0.9926,2.8,0.46,10.6,1,4
1748,6.0,0.26,0.15,1.2,53.0,35.0,124.0,0.99347,3.08,0.46,8.8,1,8
1751,6.2,0.32,0.45,2.9,29.0,37.0,94.0,0.98998,3.25,0.6,12.4,1,4
1755,7.0,0.39,0.21,10.7,98.0,13.0,91.0,0.99657,3.03,0.47,9.3,1,4
1756,7.4,0.3,0.49,8.2,55.0,49.0,188.0,0.9974,3.52,0.58,9.7,1,6
1757,6.0,0.29,0.25,1.4,33.0,30.0,114.0,0.98794,3.08,0.43,13.2,1,8
1759,6.3,0.39,0.24,6.9,69.0,9.0,117.0,0.9942,3.15,0.35,10.2,1,8
1764,7.9,0.42,0.49,8.2,56.0,32.0,164.0,0.9965,3.29,0.6,11.2,1,1
1773,6.8,0.32,0.21,2.2,44.0,15.0,68.0,0.9932,3.17,0.39,9.4,1,4
1776,5.3,0.36,0.27,6.3,28.0,40.0,132.0,0.99186,3.37,0.4,11.6,1,8
1782,8.7,0.23,0.32,13.4,44.0,35.0,169.0,0.99975,3.12,0.47,8.8,1,1
1787,6.8,0.19,0.32,7.6,49.0,37.0,107.0,0.99332,3.12,0.44,10.7,1,8
1788,6.8,0.32,0.18,7.5,41.0,71.0,223.0,0.9959,3.14,0.41,8.9,1,6
1790,6.2,0.2,0.33,5.4,28.0,21.0,75.0,0.99012,3.36,0.41,13.5,1,4
1791,6.6,0.38,0.36,9.2,61.0,42.0,214.0,0.9976,3.31,0.56,9.4,1,6
1794,7.4,0.29,0.28,10.2,32.0,43.0,138.0,0.9951,3.1,0.47,10.6,1,8
1796,5.9,0.18,0.28,1.0,37.0,24.0,88.0,0.99094,3.29,0.55,10.65,1,4
1797,7.8,0.19,0.32,7.4,15.0,47.0,124.0,0.99278,2.99,0.39,11.0,1,8
1805,8.0,0.2,0.44,1.0,57.0,24.0,111.0,0.99158,3.09,0.32,11.2,1,8
1808,8.1,0.27,0.33,1.3,45.0,26.0,100.0,0.99066,2.98,0.44,12.4,1,8
1809,6.7,0.33,0.34,6.6,67.0,35.0,156.0,0.99542,3.11,0.48,9.3,1,1
1810,8.2,0.34,0.49,8.0,46.0,55.0,223.0,0.996,3.08,0.52,10.7,1,0
1812,6.1,0.34,0.46,4.7,29.0,21.0,94.0,0.991,3.29,0.62,12.3,1,0
1813,5.8,0.38,0.26,1.1,58.0,20.0,140.0,0.99271,3.27,0.43,9.7,1,8
1815,6.4,0.5,0.2,2.4,59.0,19.0,112.0,0.99314,3.18,0.4,9.2,1,8
1817,7.5,0.29,0.67,8.1,37.0,53.0,166.0,0.9966,2.9,0.41,8.9,1,1
1819,5.6,0.295,0.26,1.1,35.0,40.0,102.0,0.99154,3.47,0.56,10.6,1,2
1821,6.5,0.51,0.25,1.7,48.0,39.0,177.0,0.99212,3.28,0.57,10.5666666666667,1,1
1822,5.6,0.23,0.25,8.0,43.0,31.0,101.0,0.99429,3.19,0.42,10.4,1,8
1823,6.7,0.11,0.26,14.8,53.0,44.0,95.0,0.99676,3.2,0.35,9.8,1,8
1827,5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.98918,3.29,0.38,12.4,1,4
1830,6.5,0.18,0.29,1.7,35.0,39.0,144.0,0.9927,3.49,0.5,10.5,1,1
1832,6.8,0.11,0.27,8.6,44.0,45.0,104.0,0.99454,3.2,0.37,9.9,1,8
1836,6.8,0.22,0.35,17.5,39.0,38.0,153.0,0.9994,3.24,0.42,9.0,1,1
1837,6.3,0.21,0.28,1.5,51.0,46.0,142.0,0.9928,3.23,0.42,10.1,1,1
1845,5.8,0.31,0.32,4.5,24.0,28.0,94.0,0.98906,3.25,0.52,13.7,1,4
1857,5.7,0.22,0.2,16.0,44.0,41.0,113.0,0.99862,3.22,0.46,8.9,1,8
1860,7.9,0.2,0.39,1.0,41.0,37.0,154.0,0.99093,3.08,0.43,11.9,1,1
1861,7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,1,0
1863,7.8,0.19,0.32,7.4,15.0,47.0,124.0,0.99278,2.99,0.39,11.0,1,8
1864,5.8,0.6,0.0,1.3,44.0,72.0,197.0,0.99202,3.56,0.43,10.9,1,6
1865,8.3,0.2,0.49,1.7,38.0,38.0,167.0,0.9939,3.05,0.37,10.1,1,1
1876,6.4,0.14,0.31,1.2,34.0,53.0,138.0,0.99084,3.38,0.35,11.5,1,1
1877,7.0,0.16,0.73,1.0,138.0,58.0,150.0,0.9936,3.08,0.3,9.2,1,9
1879,6.9,0.24,0.4,15.4,52.0,81.0,198.0,0.9986,3.2,0.69,9.4,1,6
1889,6.5,0.08,0.33,1.9,28.0,23.0,93.0,0.991,3.34,0.7,12.0,1,0
1890,7.6,0.38,0.2,3.4,46.0,9.0,116.0,0.9944,3.15,0.41,9.4,1,8
1892,6.7,0.36,0.26,7.9,34.0,39.0,123.0,0.99119,2.99,0.3,12.2,1,8
1893,6.8,0.24,0.49,19.3,57.0,55.0,247.0,1.00055,3.0,0.56,8.7,1,6
1899,5.8,0.27,0.27,12.3,45.0,55.0,170.0,0.9972,3.28,0.42,9.3,1,1
1903,6.5,0.38,0.34,3.4,36.0,34.0,200.0,0.9937,3.14,0.76,10.0,1,6
1914,6.0,0.24,0.41,1.3,36.0,42.0,118.0,0.99018,3.04,0.64,11.75,1,8
1916,6.1,0.18,0.36,2.0,38.0,20.0,249.5,0.9923,3.37,0.79,11.3,1,6
1917,8.3,0.28,0.4,7.8,41.0,38.0,194.0,0.9976,3.34,0.51,9.6,1,6
1919,6.7,0.18,0.28,10.2,39.0,29.0,115.0,0.99469,3.11,0.45,10.9,1,8
1921,6.8,0.37,0.28,1.9,24.0,64.0,106.0,0.98993,3.45,0.6,12.6,1,8
1922,7.4,0.16,0.49,1.2,55.0,18.0,150.0,0.9917,3.23,0.47,11.2,1,1
1924,7.4,0.26,0.29,3.7,48.0,14.0,73.0,0.9915,3.06,0.45,11.4,1,4
1925,7.1,0.31,0.25,11.2,48.0,32.0,136.0,0.99663,3.14,0.4,9.5,1,8
1937,8.1,0.19,0.4,0.9,37.0,73.0,180.0,0.9926,3.06,0.34,10.0,1,6
1941,6.8,0.21,0.31,2.9,46.0,40.0,121.0,0.9913,3.07,0.65,10.9,1,8
1942,6.9,0.18,0.36,1.3,36.0,40.0,117.0,0.9934,3.27,0.95,9.5,1,8
1944,6.8,0.27,0.37,8.2,55.0,52.0,192.0,0.99586,3.11,0.52,9.5,1,6
1946,6.8,0.34,0.1,1.4,49.0,29.0,118.0,0.9936,3.21,0.41,9.5,1,8
1950,7.9,0.21,0.39,2.0,57.0,21.0,138.0,0.99176,3.05,0.52,10.9,1,8
1954,7.6,0.3,0.27,10.6,39.0,31.0,119.0,0.99815,3.27,0.3,9.3,1,8
1958,7.9,0.34,0.44,6.5,27.0,47.0,126.0,0.99124,2.96,0.37,12.5,1,8
1961,6.6,0.26,0.46,6.9,47.0,59.0,183.0,0.99594,3.2,0.45,9.3,1,6
1962,7.2,0.26,0.38,1.5,61.0,12.0,120.0,0.99192,3.18,0.46,10.4,1,8
1964,4.9,0.33,0.31,1.2,16.0,39.0,150.0,0.98713,3.33,0.59,14.0,1,1
1965,7.1,0.38,0.29,13.6,41.0,30.0,137.0,0.99461,3.02,0.96,12.1,1,8
1967,6.5,0.3,0.32,2.0,44.0,34.0,90.0,0.99185,3.37,0.68,11.0,1,4
1972,6.6,0.24,0.24,8.6,34.0,25.0,135.0,0.99582,3.33,0.59,10.3,1,8
1973,7.4,0.22,0.28,9.0,46.0,22.0,121.0,0.99468,3.1,0.55,10.8,1,8
1976,6.8,0.24,0.31,18.3,46.0,40.0,142.0,1.0,3.3,0.41,8.7,1,1
1977,7.0,0.21,0.28,8.6,45.0,37.0,221.0,0.9954,3.25,0.54,10.4,1,6
1987,9.2,0.28,0.41,1.0,42.0,14.0,59.0,0.9922,2.96,0.25,10.5,1,4
1990,6.5,0.23,0.33,13.8,42.0,25.0,139.0,0.99695,3.35,0.56,10.4,1,8
1997,6.3,0.26,0.21,4.0,0.03,24.0,125.0,0.9915,3.06,0.34,10.7,1,8
1999,8.2,0.23,0.49,0.9,57.0,15.0,73.0,0.9928,3.07,0.38,10.4,1,4
2006,8.7,0.45,0.4,1.5,67.0,17.0,100.0,0.9957,3.27,0.57,10.1,1,8
2010,5.6,0.235,0.29,1.2,47.0,33.0,127.0,0.991,3.34,0.5,11.0,1,7
2013,6.6,0.15,0.32,6.0,33.0,59.0,128.0,0.99192,3.19,0.71,12.1,1,8
2014,6.3,0.25,0.23,14.9,39.0,47.0,142.0,0.99705,3.14,0.35,9.7,1,1
2016,9.2,0.25,0.34,1.2,26.0,31.0,93.0,0.9916,2.93,0.37,11.3,1,4
2017,7.4,0.19,0.3,12.8,53.0,48.5,229.0,0.9986,3.14,0.49,9.1,1,6
2018,7.5,0.31,0.51,14.8,39.0,62.0,204.0,0.9982,3.06,0.6,9.5,1,6
2023,6.0,0.17,0.29,5.0,28.0,25.0,108.0,0.99076,3.14,0.34,12.3,1,8
2029,7.2,0.21,0.29,3.1,44.0,39.0,122.0,0.99143,3.0,0.6,11.3,1,8
2031,8.1,0.24,0.32,10.5,0.03,34.0,105.0,0.99407,3.11,0.42,11.8,1,8
2035,6.7,0.18,0.24,10.3,57.0,64.0,185.0,0.99519,3.12,0.5,10.6,1,6
2038,8.2,0.37,0.64,13.9,43.0,22.0,171.0,0.99873,2.99,0.8,9.3,1,1
2041,6.8,0.29,0.22,3.4,35.0,40.0,122.0,0.99024,3.09,0.47,12.3,1,8
2043,7.1,0.44,0.37,2.7,41.0,35.0,128.0,0.9896,3.07,0.43,13.5,1,8
